label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126
A,0.0,0.0,0.0,-0.15707723796367645,-0.22129978239536285,-0.057366933673620224,-0.25725749135017395,-0.5416567325592041,-0.08404465019702911,-0.3103181719779968,-0.8194623589515686,-0.11159471422433853,-0.36653047800064087,-1.0,-0.12479996681213379,-0.14930303394794464,-0.7744601964950562,-0.0020001407247036695,-0.11937040090560913,-0.9669038653373718,-0.07310900092124939,-0.12109705060720444,-0.7274742722511292,-0.10960493981838226,-0.1250135749578476,-0.6190282702445984,-0.12531678378582,-0.04839884489774704,-0.7477728128433228,-0.006584682036191225,-0.027154339477419853,-0.9262880682945251,-0.07628854364156723,-0.04586319252848625,-0.6607314348220825,-0.08620654046535492,-0.057656195014715195,-0.572709321975708,-0.07802360504865646,0.04506895691156387,-0.6904814839363098,-0.02713550254702568,0.06400634348392487,-0.830440878868103,-0.10275354236364365,0.03524016961455345,-0.5804123878479004,-0.07343128323554993,0.01448952779173851,-0.4835972785949707,-0.03616936504840851,0.12687553465366364,-0.6042978763580322,-0.05329971760511398,0.1446608006954193,-0.7206740975379944,-0.09351012855768204,0.11031315475702286,-0.536143958568573,-0.06255771219730377,0.0905575081706047,-0.4507772922515869,-0.029553314670920372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.0,0.0,0.0,0.1150994822382927,-0.2322075515985489,-0.049927473068237305,0.153573140501976,-0.5519641637802124,-0.06115745007991791,0.15280084311962128,-0.8020437955856323,-0.07295279949903488,0.14732837677001953,-1.0,-0.07516708970069885,0.015536290593445301,-0.7008972764015198,-0.012447330169379711,-0.016789410263299942,-0.8727008104324341,-0.09117473661899567,0.014720416627824306,-0.6635305285453796,-0.13518445193767548,0.027600033208727837,-0.4864999055862427,-0.1481776237487793,-0.07494930922985077,-0.6384254693984985,-0.011637214571237564,-0.12191647291183472,-0.7721192836761475,-0.09086673706769943,-0.06992775946855545,-0.5486642122268677,-0.11300494521856308,-0.0391472764313221,-0.4026784598827362,-0.11094491928815842,-0.1549670249223709,-0.5477567911148071,-0.024944759905338287,-0.2033776193857193,-0.652866542339325,-0.09878867864608765,-0.14195920526981354,-0.47352728247642517,-0.08647146075963974,-0.10244357585906982,-0.36000919342041016,-0.060141775757074356,-0.22957639396190643,-0.4401257038116455,-0.04320238530635834,-0.2716079354286194,-0.5161712169647217,-0.08693992346525192,-0.21815237402915955,-0.3924449682235718,-0.07229597866535187,-0.17576223611831665,-0.3041854500770569,-0.049249015748500824,0.0,0.0,0.0,-0.14416348934173584,-0.23967792093753815,-0.03327726945281029,-0.22258402407169342,-0.564294159412384,-0.0567481629550457,-0.25252488255500793,-0.8167136907577515,-0.09187349677085876,-0.27085423469543457,-1.0,-0.11788556724786758,-0.05426359176635742,-0.7372257709503174,-0.018655363470315933,-0.04272674396634102,-0.9338971376419067,-0.09476611763238907,-0.06394460052251816,-0.7144758701324463,-0.13135230541229248,-0.08014757931232452,-0.527563214302063,-0.13966968655586243,0.05965953320264816,-0.6755173802375793,-0.035235390067100525,0.07177912443876266,-0.8682188391685486,-0.12076830863952637,0.023676937445998192,-0.6077840924263,-0.14065788686275482,-0.004636043682694435,-0.4332178235054016,-0.13446387648582458,0.1627112179994583,-0.5905110239982605,-0.06299309432506561,0.1817777454853058,-0.7631858587265015,-0.14252488315105438,0.11988019198179245,-0.5264713168144226,-0.13052184879779816,0.08460378646850586,-0.35576799511909485,-0.09901788830757141,0.25447386503219604,-0.48399680852890015,-0.09486091881990433,0.3355981707572937,-0.6660001873970032,-0.1289249211549759,0.34404507279396057,-0.7116240859031677,-0.11782652884721756,0.3513358533382416,-0.7586754560470581,-0.10084425657987595
A,0.0,0.0,0.0,0.08578989654779434,-0.2650349736213684,-0.034637484699487686,0.1140301451086998,-0.581557035446167,-0.05007169395685196,0.119233138859272,-0.8112318515777588,-0.06999719142913818,0.1069512665271759,-1.0,-0.08168492466211319,-0.029670733958482742,-0.730513334274292,-0.01777186430990696,-0.05288562551140785,-0.8906686902046204,-0.08938027918338776,-0.0013172875624150038,-0.6975153684616089,-0.12790125608444214,0.018804173916578293,-0.5457040071487427,-0.13989971578121185,-0.10493800789117813,-0.6482821106910706,-0.03118428774178028,-0.12841612100601196,-0.8053796291351318,-0.10627754032611847,-0.05500226840376854,-0.5911948680877686,-0.12735076248645782,-0.02732921577990055,-0.4420939087867737,-0.12602351605892181,-0.1798604279756546,-0.5372435450553894,-0.055213410407304764,-0.2005847990512848,-0.6834152936935425,-0.1266731470823288,-0.11753852665424347,-0.4996952712535858,-0.11136408150196075,-0.08344483375549316,-0.3711906373500824,-0.08359085768461227,-0.25600382685661316,-0.3978501856327057,-0.08252539485692978,-0.27210748195648193,-0.5289499163627625,-0.12762604653835297,-0.20270660519599915,-0.4254717528820038,-0.10942330211400986,-0.16739889979362488,-0.3305169641971588,-0.084078349173069,0.0,0.0,0.0,-0.11231361329555511,-0.28431349992752075,-0.037011537700891495,-0.17509807646274567,-0.5772363543510437,-0.0671854317188263,-0.19810274243354797,-0.822493314743042,-0.10727544128894806,-0.19995053112506866,-1.0,-0.13790395855903625,-0.015626482665538788,-0.7723353505134583,0.005037649068981409,-0.010681922547519207,-0.9480980038642883,-0.08942218124866486,-0.06674578040838242,-0.7376219034194946,-0.14989717304706573,-0.08882901817560196,-0.569053590297699,-0.17570410668849945,0.07364752888679504,-0.7165419459342957,-0.011210679076611996,0.08685135841369629,-0.9018488526344299,-0.1124504804611206,0.00625204062089324,-0.651246964931488,-0.14516210556030273,-0.0132445665076375,-0.4938613772392273,-0.14458037912845612,0.15814365446567535,-0.6243862509727478,-0.04132993891835213,0.17593678832054138,-0.7780371308326721,-0.12955307960510254,0.08959969133138657,-0.5613914728164673,-0.11101768910884857,0.06033596768975258,-0.41345125436782837,-0.07436416298151016,0.23207467794418335,-0.4990871548652649,-0.07669433951377869,0.2524498999118805,-0.6299511790275574,-0.12030189484357834,0.1694541871547699,-0.5026682019233704,-0.09450729191303253,0.13446177542209625,-0.3978777229785919,-0.061896875500679016
A,0.0,0.0,0.0,0.12000925838947296,-0.20832489430904388,-0.050218988209962845,0.16664999723434448,-0.56479412317276,-0.07677401602268219,0.10111092031002045,-0.7915765047073364,-0.10486596822738647,-0.01206777524203062,-0.8633572459220886,-0.12785601615905762,0.05018856003880501,-0.8466251492500305,-0.03778431564569473,0.056219588965177536,-1.0,-0.1188022568821907,0.09086771309375763,-0.7829897999763489,-0.16823244094848633,0.11679110676050186,-0.6679826974868774,-0.1935940384864807,-0.06417950987815857,-0.7699717283248901,-0.0556538850069046,-0.06974339485168457,-0.9484112858772278,-0.12844756245613098,-0.009690889157354832,-0.7116695046424866,-0.14598459005355835,0.022454025223851204,-0.5747221112251282,-0.14754977822303772,-0.17228861153125763,-0.6364402770996094,-0.08569672703742981,-0.17810843884944916,-0.801476776599884,-0.16574490070343018,-0.10525107383728027,-0.5739492774009705,-0.14329704642295837,-0.07369248569011688,-0.43281084299087524,-0.11282128095626831,-0.2740743160247803,-0.46664857864379883,-0.11995553225278854,-0.26195308566093445,-0.6147160530090332,-0.16840744018554688,-0.19753965735435486,-0.4639434218406677,-0.138251394033432,-0.17037788033485413,-0.34475356340408325,-0.10704553127288818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.0,0.0,0.0,0.11223526298999786,-0.2063954621553421,-0.03312445059418678,0.17051853239536285,-0.5231658816337585,-0.04777619615197182,0.19994142651557922,-0.7936142683029175,-0.06814417988061905,0.22522056102752686,-1.0,-0.08264534920454025,0.03142518177628517,-0.7694402933120728,-0.004431320820003748,0.02125304937362671,-0.9634535312652588,-0.07659298926591873,0.06255080550909042,-0.752992570400238,-0.12267797440290451,0.07555259764194489,-0.5869016051292419,-0.13897275924682617,-0.05857374146580696,-0.7123977541923523,-0.011818387545645237,-0.0658656433224678,-0.8706077933311462,-0.07124647498130798,-0.01605343259871006,-0.657211184501648,-0.08992757648229599,-0.003292181296274066,-0.5174494385719299,-0.09223100543022156,-0.14838409423828125,-0.6225244998931885,-0.031118467450141907,-0.1462581306695938,-0.7730180621147156,-0.088128961622715,-0.08729740232229233,-0.5893725156784058,-0.0695449560880661,-0.06823022663593292,-0.4658306837081909,-0.04511180520057678,-0.24046967923641205,-0.5157604217529297,-0.054063230752944946,-0.23315280675888062,-0.6503443717956543,-0.08456799387931824,-0.17565388977527618,-0.5273529887199402,-0.06049307808279991,-0.15378931164741516,-0.4260464310646057,-0.03419069945812225,0.0,0.0,0.0,-0.12129314243793488,-0.07328315824270248,-0.06847032904624939,-0.23006752133369446,-0.3544732630252838,-0.11855033040046692,-0.2782801389694214,-0.588042676448822,-0.16501618921756744,-0.3356653153896332,-0.7474033832550049,-0.20568425953388214,-0.13980095088481903,-0.6531291604042053,-0.0894235223531723,-0.19174210727214813,-0.9377288818359375,-0.19167283177375793,-0.2642485201358795,-0.9809496998786926,-0.24346308410167694,-0.3261445462703705,-1.0,-0.26633939146995544,-0.033131133764982224,-0.6391629576683044,-0.09225746989250183,-0.07425515353679657,-0.8035783767700195,-0.18319429457187653,-0.10162942111492157,-0.5305759310722351,-0.17866584658622742,-0.08389605581760406,-0.4196443259716034,-0.1575513482093811,0.06764112412929535,-0.5773859024047852,-0.10878036916255951,0.03699345514178276,-0.7029142379760742,-0.20484459400177002,-0.0015914144460111856,-0.44782236218452454,-0.15982191264629364,0.008408758789300919,-0.3518296778202057,-0.11092473566532135,0.1695909947156906,-0.48890966176986694,-0.13075034320354462,0.14924108982086182,-0.594936728477478,-0.1937967985868454,0.10508118569850922,-0.41654351353645325,-0.1577351987361908,0.10180316120386124,-0.33330798149108887,-0.11877666413784027
A,0.0,0.0,0.0,0.12952330708503723,-0.22141806781291962,-0.03882153332233429,0.18623453378677368,-0.5355854034423828,-0.052385363727808,0.19445057213306427,-0.7945148944854736,-0.071347676217556,0.18685442209243774,-1.0,-0.08472501486539841,0.06712570786476135,-0.7207111716270447,-0.004967315588146448,0.06286895275115967,-0.8949030637741089,-0.08872685581445694,0.09848085790872574,-0.67811119556427,-0.14549721777439117,0.10707157105207443,-0.4751518666744232,-0.16697296500205994,-0.031056459993124008,-0.6756206154823303,-0.012639721855521202,-0.03065585531294346,-0.827033519744873,-0.09029360860586166,0.01923315040767193,-0.5971593856811523,-0.12035922706127167,0.03532855957746506,-0.4146445393562317,-0.12594573199748993,-0.1278936266899109,-0.6024792790412903,-0.033798426389694214,-0.118097685277462,-0.7524670362472534,-0.10682564228773117,-0.0595385804772377,-0.5577886700630188,-0.09662260115146637,-0.03833089768886566,-0.39789536595344543,-0.07189973443746567,-0.2272285372018814,-0.5088199377059937,-0.059524208307266235,-0.2056954950094223,-0.6564357280731201,-0.10609018802642822,-0.15335233509540558,-0.5287641882896423,-0.08996365964412689,-0.1328248232603073,-0.40447893738746643,-0.06532249599695206,0.0,0.0,0.0,-0.1513540893793106,-0.22159667313098907,-0.055678840726614,-0.24739544093608856,-0.5318305492401123,-0.09524495154619217,-0.29045331478118896,-0.7738431096076965,-0.1383647322654724,-0.3116424083709717,-0.9486475586891174,-0.1676531583070755,-0.11175595223903656,-0.8119822144508362,-0.029326558113098145,-0.15451401472091675,-1.0,-0.1284862905740738,-0.17256364226341248,-0.7438316345214844,-0.17555896937847137,-0.15589812397956848,-0.5926041007041931,-0.19223539531230927,-0.0037251808680593967,-0.7726694345474243,-0.04162735491991043,-0.03538777679204941,-0.9893688559532166,-0.14276470243930817,-0.07924246788024902,-0.6759421825408936,-0.15371064841747284,-0.06829533725976944,-0.5376135110855103,-0.13803423941135406,0.109840989112854,-0.6985978484153748,-0.07045027613639832,0.07853282243013382,-0.8899222016334534,-0.16731877624988556,0.01643737033009529,-0.5951730608940125,-0.13163535296916962,0.0165339857339859,-0.4521646201610565,-0.0837496966123581,0.22485479712486267,-0.5821177363395691,-0.10565610229969025,0.20135457813739777,-0.7564296126365662,-0.15824514627456665,0.13999240100383759,-0.5772363543510437,-0.12679143249988556,0.13378804922103882,-0.4689141511917114,-0.08927889168262482
A,0.0,0.0,0.0,0.12819790840148926,-0.22178131341934204,-0.04326118528842926,0.17134229838848114,-0.5249135494232178,-0.06257408112287521,0.1780223250389099,-0.7868382334709167,-0.08758153021335602,0.18185672163963318,-1.0,-0.10655217617750168,0.052864719182252884,-0.7502526044845581,-0.0031962741632014513,0.04160265251994133,-0.9080723524093628,-0.07781368494033813,0.06877956539392471,-0.6976763606071472,-0.12895335257053375,0.075707346200943,-0.5138556957244873,-0.1501328945159912,-0.03143889084458351,-0.6921918988227844,-0.009290524758398533,-0.0437755323946476,-0.8440751433372498,-0.0867919921875,0.00421935273334384,-0.6145622730255127,-0.11689779162406921,0.024009982123970985,-0.43473121523857117,-0.1225585862994194,-0.11702299118041992,-0.6148290038108826,-0.028027473017573357,-0.12213496118783951,-0.7607153058052063,-0.10544341057538986,-0.06440366804599762,-0.5580222606658936,-0.09710114449262619,-0.04196995496749878,-0.3943130075931549,-0.07222031056880951,-0.2069842368364334,-0.5237463116645813,-0.0507732629776001,-0.19542650878429413,-0.6622052788734436,-0.10024839639663696,-0.14136822521686554,-0.5251718759536743,-0.08466386049985886,-0.11537835001945496,-0.39918217062950134,-0.060139503329992294,0.0,0.0,0.0,-0.14808319509029388,-0.23432180285453796,-0.07063597440719604,-0.24535532295703888,-0.5438934564590454,-0.12011148035526276,-0.3091107904911041,-0.8105482459068298,-0.173300102353096,-0.3614744246006012,-1.0,-0.21449728310108185,-0.08400112390518188,-0.8206815123558044,-0.03503302112221718,-0.12184417992830276,-0.9746889472007751,-0.13290809094905853,-0.14471377432346344,-0.721465528011322,-0.1873466670513153,-0.13043102622032166,-0.5721902847290039,-0.21155762672424316,0.019066061824560165,-0.7809571027755737,-0.04212045297026634,-0.015628181397914886,-0.9494901895523071,-0.1431315392255783,-0.060112446546554565,-0.6396552324295044,-0.15954385697841644,-0.04608529806137085,-0.5021350383758545,-0.1499292254447937,0.12667542695999146,-0.7058730721473694,-0.06662404537200928,0.10418365150690079,-0.9010895490646362,-0.16674555838108063,0.0342971570789814,-0.6045380234718323,-0.13399912416934967,0.023898061364889145,-0.44705429673194885,-0.08753227442502975,0.23040391504764557,-0.5945570468902588,-0.09926922619342804,0.21673302352428436,-0.7667268514633179,-0.15432055294513702,0.14099974930286407,-0.5929493308067322,-0.12272749096155167,0.11756040155887604,-0.477943480014801,-0.08484859764575958
A,0.0,0.0,0.0,0.12042491883039474,-0.26780956983566284,-0.041499532759189606,0.16245682537555695,-0.5504066348075867,-0.061520304530858994,0.17803119122982025,-0.8035160899162292,-0.08686501532793045,0.17629332840442657,-1.0,-0.10410197824239731,0.031787507236003876,-0.7201837301254272,-0.015136172994971275,0.017960989847779274,-0.8838255405426025,-0.08968362957239151,0.043186254799366,-0.6729258298873901,-0.13037548959255219,0.04905262961983681,-0.48691049218177795,-0.14182956516742706,-0.05735347419977188,-0.6466591358184814,-0.023067837581038475,-0.0703955739736557,-0.7959311008453369,-0.10435758531093597,-0.01875104010105133,-0.5697765350341797,-0.1284501999616623,0.008653770200908184,-0.39264237880706787,-0.12892599403858185,-0.13831937313079834,-0.5518258810043335,-0.042925525456666946,-0.1472332626581192,-0.6927811503410339,-0.11826439201831818,-0.0825648084282875,-0.5053680539131165,-0.10707321017980576,-0.049346987158060074,-0.3478197753429413,-0.08059324324131012,-0.2171807587146759,-0.44004133343696594,-0.06708049774169922,-0.21658939123153687,-0.5883541107177734,-0.11250496655702591,-0.15802618861198425,-0.4690006375312805,-0.09605543315410614,-0.12167048454284668,-0.3480355739593506,-0.07177632302045822,0.0,0.0,0.0,-0.14148008823394775,-0.24669010937213898,-0.04498707130551338,-0.23694144189357758,-0.546927273273468,-0.08314856141805649,-0.2921235263347626,-0.8098386526107788,-0.12972532212734222,-0.34482768177986145,-1.0,-0.16817747056484222,-0.07927170395851135,-0.7785894274711609,-0.011892537586390972,-0.10537850111722946,-0.9506278038024902,-0.10247592628002167,-0.1296256184577942,-0.7210785746574402,-0.16046398878097534,-0.12578245997428894,-0.542904257774353,-0.18748445808887482,0.018808240070939064,-0.7398302555084229,-0.026623452082276344,-0.005523849278688431,-0.9332674741744995,-0.11872740089893341,-0.04808034375309944,-0.6505444645881653,-0.1441826969385147,-0.04430946707725525,-0.4807901382446289,-0.14316591620445251,0.12215515971183777,-0.6705630421638489,-0.055571142584085464,0.10204226523637772,-0.8786776065826416,-0.13842757046222687,0.039830222725868225,-0.611695408821106,-0.11499492824077606,0.02704298123717308,-0.439033567905426,-0.07943418622016907,0.2206604778766632,-0.5619704723358154,-0.09109468758106232,0.212917760014534,-0.765475332736969,-0.1357850730419159,0.1438264101743698,-0.6051297187805176,-0.10827068239450455,0.12117257714271545,-0.4758971333503723,-0.07640843093395233
A,0.0,0.0,0.0,0.10922151803970337,-0.24970743060112,-0.03509145975112915,0.13615073263645172,-0.5754080414772034,-0.04531693086028099,0.13575652241706848,-0.8169336318969727,-0.06278505176305771,0.1376599371433258,-1.0,-0.07462597638368607,0.002075091702863574,-0.7083045244216919,-5.1104172598570585e-05,-0.009116613306105137,-0.8791630268096924,-0.07857353985309601,0.012009900063276291,-0.6899800300598145,-0.12703487277030945,0.030055761337280273,-0.5088008642196655,-0.14490823447704315,-0.0879693403840065,-0.6356458067893982,-0.012050079181790352,-0.10375057905912399,-0.8042470216751099,-0.09919753670692444,-0.05366630107164383,-0.5817089080810547,-0.1276731789112091,-0.014005434699356556,-0.3950759768486023,-0.12646913528442383,-0.17104725539684296,-0.5386350750923157,-0.03703933209180832,-0.18508180975914001,-0.690597653388977,-0.12140701711177826,-0.11444263905286789,-0.48984837532043457,-0.11333567649126053,-0.06830115616321564,-0.32809871435165405,-0.08440745621919632,-0.25043654441833496,-0.4164820909500122,-0.06546750664710999,-0.2568052411079407,-0.558458685874939,-0.12004106491804123,-0.19144748151302338,-0.4303652048110962,-0.1073431745171547,-0.1446908563375473,-0.31088489294052124,-0.08286965638399124,0.0,0.0,0.0,-0.14938312768936157,-0.2722274363040924,-0.03729436919093132,-0.24107052385807037,-0.5498435497283936,-0.07172346115112305,-0.3032723665237427,-0.8056957721710205,-0.11462434381246567,-0.35594722628593445,-1.0,-0.14806315302848816,-0.08710228651762009,-0.7809955477714539,-0.004704310558736324,-0.12227877229452133,-0.9764485359191895,-0.09095621109008789,-0.1323060542345047,-0.729435920715332,-0.14411792159080505,-0.12604457139968872,-0.5394967794418335,-0.16741131246089935,0.017759382724761963,-0.752237856388092,-0.019611479714512825,-0.009986527264118195,-0.9746428728103638,-0.11141708493232727,-0.04545028880238533,-0.6682295203208923,-0.1422446072101593,-0.04283858463168144,-0.4936375617980957,-0.14538975059986115,0.12308133393526077,-0.6860218048095703,-0.045842088758945465,0.1021157056093216,-0.9026171565055847,-0.12076129764318466,0.043383628129959106,-0.6249521970748901,-0.09540141373872757,0.029533300548791885,-0.447798490524292,-0.06111975014209747,0.22161000967025757,-0.5762320160865784,-0.07766999304294586,0.2194773405790329,-0.7852982878684998,-0.1132938340306282,0.15085424482822418,-0.6326783895492554,-0.08046904951334,0.1222885251045227,-0.5082010626792908,-0.04635144770145416
A,0.0,0.0,0.0,0.10197374224662781,-0.27961212396621704,-0.02931395173072815,0.12131115049123764,-0.5935951471328735,-0.03878664970397949,0.11085754632949829,-0.8239174485206604,-0.05432609096169472,0.11184149235486984,-1.0,-0.06326199322938919,-0.00635538250207901,-0.7089377641677856,-0.0036066127941012383,-0.04107619822025299,-0.8549292683601379,-0.0722421333193779,-0.0015369615284726024,-0.659575879573822,-0.11334487050771713,0.018683811649680138,-0.4827618896961212,-0.12685184180736542,-0.08704133331775665,-0.629341185092926,-0.014910281635820866,-0.1268722116947174,-0.7702502012252808,-0.09103722125291824,-0.06127103045582771,-0.5664138793945312,-0.11680212616920471,-0.022775959223508835,-0.39949461817741394,-0.11791840940713882,-0.16074559092521667,-0.5337203741073608,-0.03642663732171059,-0.19455184042453766,-0.6625468730926514,-0.10740137100219727,-0.12068545073270798,-0.48722752928733826,-0.09866782277822495,-0.08040604740381241,-0.34250545501708984,-0.07429087162017822,-0.23357048630714417,-0.4196847975254059,-0.0609951950609684,-0.2505013644695282,-0.5433619022369385,-0.10566030442714691,-0.18851600587368011,-0.4247077703475952,-0.09110143035650253,-0.14830392599105835,-0.31177568435668945,-0.06765371561050415,0.0,0.0,0.0,-0.145964577794075,-0.2829366624355316,-0.03568466007709503,-0.2480015605688095,-0.5695341229438782,-0.07142862677574158,-0.30490821599960327,-0.8157950043678284,-0.11747122555971146,-0.3565504252910614,-1.0,-0.15675441920757294,-0.07793589681386948,-0.7903236150741577,-0.008075764402747154,-0.11485456675291061,-0.9940882921218872,-0.08983151614665985,-0.14184042811393738,-0.7645771503448486,-0.13670648634433746,-0.1392831802368164,-0.6000457406044006,-0.15749382972717285,0.026579594239592552,-0.7527523040771484,-0.027995528653264046,-0.007364774122834206,-0.9559707045555115,-0.11197011172771454,-0.059307411313056946,-0.6663042902946472,-0.13243822753429413,-0.057509537786245346,-0.5099774599075317,-0.13014060258865356,0.13342738151550293,-0.6763045191764832,-0.05976627767086029,0.10096438974142075,-0.8708190321922302,-0.13649897277355194,0.03064204379916191,-0.5918540358543396,-0.10679486393928528,0.016091305762529373,-0.4323878884315491,-0.07007244229316711,0.23108893632888794,-0.5549246072769165,-0.09649914503097534,0.2190653532743454,-0.7521781325340271,-0.13879261910915375,0.14211779832839966,-0.5787776708602905,-0.103744275867939,0.11657068133354187,-0.45067304372787476,-0.06679213047027588
